FID,Presubmission_ID,Project_Name,Date_Received,Meeting_Date,Meeting_Time,Meeting_Location_Place,Meeting_Location_Address,Meeting_Location_City,Meeting_Location_Zip,Proposed_Units,Proposed_Acres,Sign_Code,Sign_Year,locationDescription,TaxMap_Parcel,Zoning,Coordinates,geom
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4082,184,Hawes Property,2003-03-27,2003-04-15,5:00 PM,"Security Development, LLC",8480 Baltimore National Pike  Ste 415,Ellicott City,21043,9,5.61,,,TERMINUS OF VIEW TOP RD,[TaxMap 24 Parcel 253],R-20,"(39.265,-76.8203)",POINT (1363236.3332903497 582089.0243931897)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4081,180,Wehland Property,2003-03-25,2003-04-15,5:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,2,0.8,,,NE SIDE AMBERMAN AVE N OF US RT 1,[TaxMap 38 Parcel 83],R-12,"(39.201,-76.7384)",POINT (1386445.5842543542 558816.0876951907)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4080,185,Sapphire Ridge Adult Community,2003-03-28,2003-04-11,5:00 PM,"Fisher, Collins & Carter, Inc.",10272 Baltimore National Pike,Ellicott City,21042,145,9.66,,,NORTH RIDGE RD N OF CARLS CT,[TaxMap 17 Parcel 711],R-A-15,"(39.2852,-76.8203)",POINT (1363228.1145163514 589432.2290361933)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-407f,183,Richmond Property,2003-03-27,2003-04-11,5:00 PM,,5825 Rockburn Woods Way,Elkridge,21075,9,5.164,,,W SIDE TROTTER RD 1900' N OF SOUTH WIND CIR,[TaxMap 35 Parcel 6],R-20,"(39.2145,-76.9218)",POINT (1334480.8269063532 563723.9215911925)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-407e,178,Cedar Lane Active Adult,2003-03-21,2003-04-10,7:30 PM,The Hawthorn Center,6175 Sunny Spring,Columbia,21044,54,6.842,,,"NORTHWEST OF CEDAR LN, S OF ITS INTERSECTION WITH FREETOWN RD","[TaxMap 35 Parcel 224],[TaxMap 35 Parcel 326]",PSC,"(39.1956,-76.8874)",POINT (1344215.256194353 556872.3731001914)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-407d,177,Sullivan Property,2003-03-19,2003-04-09,6:30 PM,Land Design & Development,8000 Main St,Ellicott City,21043,3,1.9,,,NORTH SIDE OF TYSON RD 200' NW OF US RT 40,[TaxMap 18 Parcel 148],R-20,"(39.2922,-76.7963)",POINT (1370046.0126583502 592009.0600221902)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-407c,181,Friendly Farms,2003-03-25,2003-04-08,5:00 PM,"Benchmark Engineering, Inc.",8480 Baltimore National Pike  Ste 418,Ellicott City,21043,37,23.74,,,,"[TaxMap 10 Parcel 309],[TaxMap 16 Parcel 309]",,"(39.3165,-76.8876)",POINT (1344169.6278283484 600841.4155101925)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-407b,179,Electrolysis - CONDITIONAL USE,2003-03-21,2003-04-04,10:00 AM,(On Site),5835 Trotter Rd,Clarksville,21029,,,,,E SIDE TROTTER RD 500' N OF SOUTH WIND CIR,[TaxMap 35 Parcel 201],R-20,"(39.2109,-76.9178)",POINT (1335616.4347483516 562436.9607021902)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-407a,176,Woodrow Property,2003-03-14,2003-04-04,5:30 PM,"Mildenberg, Boender & Assoc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,3,1.68,,,E SIDE MONTGOMERY RD 400' N OF WORTHINGTON WAY,[TaxMap 31 Parcel 68],R-20,"(39.2351,-76.7953)",POINT (1370321.1998843513 571213.6775871906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4079,175,Woodcrest II  (Ema Ct),2003-03-13,2003-03-29,3:00 PM,Elkridge Library,6734 Washington Blvd,Elkridge,21227,4,1.08,,,TERMINUS OF EMA CT,[TaxMap 37 Parcel 760],R-SC,"(39.1978,-76.7914)",POINT (1371420.1010794826 557660.6318905074)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4078,174,Manordale Lane Property,2003-03-11,2003-03-27,5:30 PM,"Mildenberg, Boender & Assoc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,4,1.42,,,NW SIDE MANORDALE RD OPPOSITE FOX HILL DR,[TaxMap 24 Parcel 343],R-20,"(39.2667,-76.8222)",POINT (1362702.679792352 582733.0503141917)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4077,168,Wehland Property,2003-02-20,2003-03-25,8:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,3,1.96,,,EAST SIDE OF LAWYERS HILL RD,[TaxMap 38 Parcel 288],R-ED,"(39.2131,-76.7324)",POINT (1388146.8704723492 563210.4463791922)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4076,167,Eberhart Property,2003-02-20,2003-03-25,7:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,3,1.84,,,EAST SIDE OF HIGH RIDGE RD 950' S OF CHURCH LANE RD,[TaxMap 18 Parcel 49],R-20,"(39.293,-76.8023)",POINT (1368335.3740423545 592299.2535201907)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4075,173,Port Capital Center of Maryland,2003-03-04,2003-03-20,6:30 PM,Land Design & Development,8000 Main St,Ellicott City,21043,84,8,,,PORT CAPITAL DR,[TaxMap 43 Parcel 644],,"(39.1763,-76.7791)",POINT (1374909.259618353 549842.6356191915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4074,171,Wierkowski Property,2003-03-04,2003-03-20,5:30 PM,Land Design & Development,8000 Main St,Ellicott City,21043,4,2.08,,,TERMINUS OF SUMMER HOME TERR,"[TaxMap 38 Parcel 22],[TaxMap 38 Parcel 23]",R-ED,"(39.2154,-76.7267)",POINT (1389768.5196043514 564067.2081351914)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4073,172,Gill Property,2003-03-04,2003-03-20,6:15 PM,Land Design & Development,8000 Main St,Ellicott City,21043,4,2.64,,,SE SIDE RT 108 300' NE OF TROTTER RD,[TaxMap 29 Parcel 320],R-20,"(39.2235,-76.9239)",POINT (1333866.4026983492 567027.6909261923)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4072,169,Cedar Lane Active Adult Community,2003-02-26,2003-03-13,7:30 PM,The Hawthorn Center,6175 Sunny Spring,Columbia,21044,80,10.19,,,SW QUADRANT OF CEDAR LN & HARMEL DR,"[TaxMap 35 Parcel 104],[TaxMap 35 Parcel 105],[TaxMap 35 Parcel 106],[TaxMap 35 Parcel 188]",PSC,"(39.1988,-76.8858)",POINT (1344683.7263123542 558020.055656191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4071,170,Childs Property,2003-02-26,2003-03-13,7:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,2,8,,,E SIDE OF BETHANY LN 500' N OF WOODSTREAM LN,[TaxMap 17 Parcel 138],R-20,"(39.2849,-76.8577)",POINT (1352625.3292443492 589354.4077221919)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4070,166,Meredith Ave,2003-02-19,2003-03-10,6:00 PM,"Fisher, Collins & Carter, Inc.",10272 Baltimore National Pike,Ellicott City,21042,2,0.207,,,E SIDE OF MEREDITH AVE AT GROVER,[TaxMap 50 Parcel 426],R-SC,"(39.1114,-76.8378)",POINT (1358287.4977183528 526255.5044571925)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-406f,164,Welk II Property,2003-02-13,2003-03-03,5:30 PM,"Mildenberg, Boender & Assoc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,2,1.09,,,NORTH SIDE OF OWEN BROWN RD 680' E OF DEWEY DR,[TaxMap 36 Parcel 112],R-20,"(39.1996,-76.8633)",POINT (1351051.8591323532 558301.1578791905)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-406e,162,Basham Property,2003-02-10,2003-03-03,8:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,4,1.87,,,W SIDE OF HANOVER RD. N OF LOUDON AVE,[TaxMap 38 Parcel 342],R-12,"(39.1938,-76.7247)",POINT (1390345.5342203528 556197.4368441906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-406d,165,Cedar Woods,2003-02-13,2003-03-03,6:00 PM,"Mildenberg, Boender & Assoc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,4,2.31,,,NE SIDE OF LANDING RD 1000' NW OF GROVEMONT DR,[TaxMap 31 Parcel 323],R-ED,"(39.2328,-76.763)",POINT (1379489.9507963508 570393.2809311897)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-406c,163,Wecker Property,2003-02-10,2003-03-03,7:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,4,2.35,,,EAST SIDE OF HANOVER RD SOUTH OF SKIPTON DR,[TaxMap 38 Parcel 272],R-12,"(39.1935,-76.7239)",POINT (1390567.441118352 556091.97805419)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-406b,159,Johnson Project,2003-02-05,2003-02-27,5:30 PM,Brantly Development Group,8835-P Columbia 100 Pky,Columbia,21045,4,1.8,,,TERMINUS OF SYRACUSE CT,[TaxMap 34 Parcel 37],R-12,"(39.2035,-76.9416)",POINT (1328857.2016483508 559729.2153561898)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-406a,156,Age restricted housing - CONDITIONAL USE,2003-01-30,2003-02-25,6:30 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,,,,,SE SIDE MARY LN 350' NE OF GUILFORD RD,[TaxMap 47 Parcel 665],R-12,"(39.1495,-76.8147)",POINT (1364820.5728303492 540110.9712081905)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4069,160,Garno Property,2003-02-10,2003-02-25,7:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,8,4.5,,,SE SIDE OF COLUMBIA PIKE S OF SEARS HOUSE CT,"[TaxMap 24 Parcel 289],[TaxMap 25 Parcel 289]",R-ED,"(39.261,-76.8099)",POINT (1366189.7072163522 580635.874997193)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4068,161,Bergolios Property,2003-02-10,2003-02-25,8:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,3,1,,,W SIDE OF HANOVER RD 50' S OF FLOREY RD,[TaxMap 38 Parcel 238],R-12,"(39.1996,-76.7228)",POINT (1390866.4344483502 558314.612966191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4067,158,ReVisions Property,2003-02-04,2003-02-19,7:00 PM,"Reese & Carney, LLP",10715 Charter Dr  Ste 200,Columbia,21044,1,0.54,,,S SIDE BAUMAN DR W OF HUNT CLUB RD,[TaxMap 38 Parcel 411],R-12,"(39.2082,-76.7442)",POINT (1384809.481416352 561440.920613192)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4066,157,Age restricted housing - CONDITIONAL USE,2003-02-04,2003-02-18,7:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,,,,,E SIDE JONES RD 150' S OF MARY LN,"[TaxMap 42 Parcel 136],[TaxMap 42 Parcel 138],[TaxMap 42 Parcel 139]",R-12,"(39.1515,-76.8104)",POINT (1366038.9352243505 540830.2728861906)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4065,155,4087 High Point Road,2003-01-27,2003-02-13,7:00 PM,Offices of Malloy & Malloy,3685 Park Ave,Ellicott City,21043,1,0.599,,,NORTHEAST CORNER OF HIGHT POINT ROAD AND ST. JOHNS LN,[TaxMap 24 Parcel 280],R-20,"(39.2571,-76.8228)",POINT (1362537.1706883535 579235.454996191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4064,153,Summer Haven,2003-01-24,2003-02-13,4:00 PM,FSH Associates,8318 Forrest St,Ellicott City,21043,36,12.68,,,TERMINUS OF WINTERS LN,"[TaxMap 38 Parcel 233],[TaxMap 38 Parcel 718],[TaxMap 38 Parcel 721]",R-12,"(39.1984,-76.7262)",POINT (1389916.1741303504 557868.7768401932)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4063,154,McQuay Property,2003-01-24,2003-02-10,7:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,4,0.48,,,NE SIDE LOUDON AVE OPPOSITE ATHOL AVE,[TaxMap 38 Parcel 754],R-12,"(39.1933,-76.7347)",POINT (1387511.4742203504 556017.429599192)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4062,150,Hoffman Property,2003-01-17,2003-02-07,4:00 PM,"Exploration Research, Inc.",8318 Forrest St,Ellicott City,21043,4,3.24,,,E SIDE HIGH RIDGE RD 600' S OF IVY DR,[TaxMap 18 Parcel 50],R-20,"(39.2927,-76.8025)",POINT (1368291.4461123496 592159.9751871917)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4061,151,Albright Property,2003-01-14,2003-02-05,5:30 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,4,2,,,NE SIDE AUGUSTINE AVE AT WASHINGTON BLVD,[TaxMap 38 Parcel 141],R-12,"(39.2132,-76.7183)",POINT (1392154.7981243506 563250.4479891919)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4060,152,"A Resubdivision of Lot 273, Stone Crest",2003-01-15,2003-01-29,5:30 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Dr,Columbia,21046,2,1.05,,,TERMINUS OF SOUTH BALI CT,[TaxMap 24 Parcel 906],R-20,"(39.253,-76.8095)",POINT (1366297.6849023513 577741.9403391927)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-405f,146,Fincham Property,2002-12-27,2003-01-29,5:30 PM,"Land Design and Development, Inc.",8000 Main St,Ellicott City,21043,3,3.09,,,W SIDE BONNIE BRANCH RD 150' S OF TWIN STREAM DR,[TaxMap 31 Parcel 286],R-20,"(39.2363,-76.7833)",POINT (1373735.675372351 571669.3322901912)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-405e,149,OCHS Property,2003-01-10,2003-01-27,5:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,4,2.38,,,W SIDE OF MONTGOMERY RD 100' S OF KERGER RD,[TaxMap 31 Parcel 196],R-20,"(39.2202,-76.7895)",POINT (1371960.4201883525 565809.8237271924)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-405d,148,Dayson Property,2003-01-07,2003-01-21,5:30 PM,Model Home,5825 Rockburn Woods Way,Elkridge,21075,4,2.5,,,S SIDE MONTGOMERY RD 350' E OF ROCKBURN WOODS WAY,[TaxMap 37 Parcel 213],R-20,"(39.2131,-76.7686)",POINT (1377890.9741443507 563241.7203651927)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-405c,147,St. John's Crossing,2003-01-07,2003-01-21,6:30 PM,Model Home,5825 Rockburn Woods Way,Elkridge,21075,9,4.52,,,SOUTH SIDE OF OLD FREDERICK RD AT ST. JOHN'S LN,[TaxMap 17 Parcel 518],R-20,"(39.2971,-76.842)",POINT (1357101.443608351 593783.3132511918)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-405b,144,Montgomery Road Property - Parcel 58,2002-12-23,2003-01-10,4:30 PM,(On Site),6397 Montgomery Rd,Elkridge,21075,5,2.853,,,N SIDE MONTGOMERY RD 1000' E OF PARKVIEW CT,[TaxMap 37 Parcel 58],R-20,"(39.2127,-76.7589)",POINT (1380640.0123443492 563070.0770931914)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-405a,143,Herrmann Property,2002-12-18,2003-01-09,5:30 PM,"Land Design & Development, Inc.",8000 Main St,Ellicott City,21043,4,2.42,,,EAST SIDE OF KERGER RD 200' SOUTH OF DUNTEACHIN DR,[TaxMap 31 Parcel 659],R-20,"(39.2246,-76.7731)",POINT (1376611.6794603504 567422.9795631915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4059,145,Hammonds View,2002-12-26,2003-01-09,4:00 PM,Cornerstone Homes,9692 Norfolk Ave,Laurel,20723,2,0.9265,,,W SIDE STEPHENS RD 1000' N OF WHISKEY BOTTOM RD,[TaxMap 47 Parcel 551],R-SC,"(39.13,-76.846)",POINT (1355946.5641583502 533019.0494061932)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4058,141,Bethel Korean Presbyterian Church - COND. USE,2002-12-10,2003-01-08,7:00 PM,(On Site - Small Chapel),3165 St. John's Ln,Ellicott City,21042,,,,,E SIDE ST. JOHNS LN OPPOSITE CHURCHGATE RD,"[TaxMap 17 Parcel 1168],[TaxMap 24 Parcel 1168]",R-SI,"(39.2846,-76.8268)",POINT (1361383.7082683519 589222.0387581903)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4057,142,Montgomery Road Property - Parcel 700,2002-12-13,2003-01-02,4:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,2,0.841,,,SW SIDE MONTGOMERY RD 200' SE OF TIMBERLEE RD,[TaxMap 38 Parcel 700],R-A-15,"(39.2101,-76.731)",POINT (1388555.54192435 562135.4940231927)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4056,140,First Baptist Church of Guilford - CONDITIONAL USE,2002-12-06,2002-12-23,6:30 PM,(On Site),7504 Oakland Mills Rd,Columbia,21046,,,,,"W./OAKLAND MILLS RD, 225' N OF INTER. OF GUILFORD RD & GLEN OAKS LANE","[TaxMap 42 Parcel 227],[TaxMap 42 Parcel 9]",R-SI,"(39.1651,-76.8319)",POINT (1359941.7385403514 545763.5623521898)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4055,139,Nicotra Property,2002-12-04,2002-12-18,7:00 PM,Savage Library,9525 Durness Ln,Laurel,20723,8,4.52,,,W SIDE SAVAGE GUILFORD RD N OF VOLLMERHAUSEN RD,"[TaxMap 47 Parcel 18],[TaxMap 47 Parcel 777]",R-20,"(39.1491,-76.8287)",POINT (1360853.45564235 539970.9655731898)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4054,138,Hecht Property,2002-12-04,2002-12-17,4:30 PM,(On Site),3116 Bethany Lane,Ellicott City,21042,1,0.663,,,W SIDE BETHANY LN 1000' S OF PATUXENT OVERLOOK CT,[TaxMap 17 Parcel 194],R-20,"(39.2854,-76.8589)",POINT (1352307.6311183497 589527.505598193)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4053,135,Nursing Home - CONDITIONAL USE,2002-11-25,2002-12-17,4:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,,,,,S SIDE HARDING RD 800' E OF PINEWAY DR,[TaxMap 46 Parcel 260],R-20,"(39.1338,-76.8844)",POINT (1345058.955856353 534379.8314481918)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4052,136,Harding Road,2002-11-25,2002-12-17,5:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,2,1.48,,,S SIDE HARDING RD 800' E OF PINEWAY DR,[TaxMap 46 Parcel 260],R-20,"(39.1338,-76.8844)",POINT (1345058.955856353 534379.8314481918)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4051,137,Bowen Property,2002-12-02,2002-12-16,4:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,4,2.5,,,NE SIDE MONTGOMERY RD 200' S OF WOOD POINT PL,[TaxMap 31 Parcel 507],R-20,"(39.2304,-76.7906)",POINT (1371650.9408363514 569528.1552021913)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4050,134,Gasoline service station/store/car wash- COND. USE,2002-11-22,2002-12-11,4:30 PM,"Reese and Carney, LLP",10715 Charter Dr  Ste 200,Columbia,21044,,,,,EAST SIDE OF WASINGTON BLVD N OF NORTH LAUREL RD,"[TaxMap 50 Parcel 379],[TaxMap 50 Parcel 408],[TaxMap 50 Parcel 423]",,"(39.1085,-76.8382)",POINT (1358154.8637103513 525195.0981411915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-404f,133,"Habitat for Humanity of Howard County, Inc.",2002-11-22,2002-12-09,6:00 PM,"Habitat for Humanity of Howard County, Inc.",10720 Little Patuxent Pkwy  Ste 220,Columbia,21044,1,0.207,,,S SIDE HARRIET TUBMAN LN 2200' E OF CARAVAN CT,[TaxMap 35 Parcel 132],R-20,"(39.1862,-76.8809)",POINT (1346068.7314343527 553436.23480119)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-404e,132,Evergreens at Town Center (Senior Apts),2002-11-21,2002-12-06,CANCELLED,MEETING CANCELLED,,Columbia,21044,156,5,,,S SIDE OF GOV. WARFIELD PKY OPPOSITE WINDSTREAM DR,[TaxMap 30 Parcel 382],NT,"(39.2213,-76.8089)",POINT (1366462.0603823513 566196.3847401924)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-404d,131,Gardner Property,2002-11-19,2002-12-05,10:00 AM,(On Site),3310 St Johns Ln,Ellicott City,21042,3,1.423,,,W SIDE ST JOHNS LN 250' N OF AMBRA CT,"[TaxMap 24 Parcel 30],[TaxMap 24 Parcel 31]",R-20,"(39.2804,-76.827)",POINT (1361338.646714352 587700.1593231913)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-404c,129,Shadowbrook Downs,2002-11-15,2002-12-03,7:00 PM,(On Site),6450 Elibank Dr,Elkridge,21075,34,24,,,NW SIDE ELIBANK DR 2800' NE OF BELMONT WOODS RD,"[TaxMap 32 Parcel 8],[TaxMap 32 Parcel 803],[TaxMap 38 Parcel 8],[TaxMap 38 Parcel 803]",R-ED,"(39.2179,-76.7314)",POINT (1388430.2764723524 564966.5170581918)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-404b,130,Animal hospital - CONDITIONAL USE,2002-11-19,2002-12-02,5:00 PM,Glenwood library,2350 Rt 97,Cooksville,21723,,,,,"SOUTH OF RT. 144, 425' SE OF THE INTERSECTION OF RT.144 & BUSHY PARK RD",[TaxMap 8 Parcel 161],RC-DEO,"(39.3233,-77.0267)",POINT (1304738.5008303523 603296.0597601905)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-404a,128,Cartersville,2002-11-08,2002-11-26,3:00 PM,"Fisher, Collins & Carter, Inc.",10272 Baltimore National Pike,Ellicott City,21042,4,2.88,,,N SIDE MONTGOMERY RD 300' W OF BELLANCA DR,[TaxMap 37 Parcel 45],R-20,"(39.2147,-76.7662)",POINT (1378581.0677543543 563793.3789321929)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4049,126,Fulton Property,2002-11-08,2002-11-25,5:00 PM,(On Site),9429 Old Frederick Rd,Ellicott City,21042,4,2.11,,,S SIDE OF OLD FREDERICK RD 200' E OF ST. JOHN'S LN,[TaxMap 17 Parcel 63],R-20,"(39.2971,-76.8402)",POINT (1357604.7726643533 593771.6764191929)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4048,127,Gasoline service station - CONDITIONAL USE,2002-11-08,2002-11-22,4:30 PM,"Reese and Carney, LLP",10715 Charter Dr  Ste 200,Columbia,21044,,,,,EAST SIDE OF WASINGTON BLVD N OF NORTH LAUREL RD,"[TaxMap 50 Parcel 379],[TaxMap 50 Parcel 408],[TaxMap 50 Parcel 423]",,"(39.1085,-76.8382)",POINT (1358154.8637103513 525195.0981411915)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4047,125,McFarland Property,2002-11-05,2002-11-21,6:30 PM,Cornerstone Homes Model,5825 Rockburn Woods Way,Elkridge,21075,5,3.06,,,W SIDE MONTGOMERY RD 200' S OF LYNN LN,[TaxMap 31 Parcel 192],R-20,"(39.2224,-76.7907)",POINT (1371626.8513263501 566602.5829071905)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4046,124,Zerhusen Property,2002-11-05,2002-11-21,5:30 PM,Cornerstone Homes Model,5825 Rockburn Woods Way,Elkridge,21075,5,2.86,,,S SIDE ILCHESTER RD 1200' SW OF ILCHESTER WOODS WAY,[TaxMap 31 Parcel 642],R-20,"(39.2275,-76.7833)",POINT (1373734.2583423518 568450.6572891902)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4045,123,Church - CONDITIONAL USE,2002-11-01,2002-11-20,8:00 PM,(On Site),5005 Waterloo Rd,Ellicott City,21043,,,,,"E. SIDE OF WATERLOO RD, 1000' W. OF ITS INTERSECTION WITH RT 103",[TaxMap 31 Parcel 490],R-20,"(39.2325,-76.7968)",POINT (1369891.839794349 570267.8213361911)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4044,121,"The Weckers, Inc./Elkridge Furnace Inn - COND. USE",2002-10-25,2002-11-19,7:30 PM,(On Site),5735 Race Rd,Elkridge,21075,,,,,S SIDE OR RACE RD 300' W OF FURNACE AVE,[TaxMap 38 Parcel 313],R-12,"(39.2121,-76.7032)",POINT (1396435.3623483516 562863.5233251918)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4043,120,"Hammond Park Recreation, Inc.- CONDITIONAL USE",2002-10-24,2002-11-13,7:30 PM,Hammond Elementary School,8110 Aladdin Dr,Laurel,20723,,,,,TERMINUS OF HELMART DR,[TaxMap 46 Parcel 269],R-20,"(39.1484,-76.8823)",POINT (1345659.4931703508 539697.1363701914)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4042,122,Meyer Property,2002-10-25,2002-11-12,5:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Drive,Columbia,21046,50,43,,,S SIDE LAWYERS HILL RD 800' S OF OLD LAWYERS HILL RD,"[TaxMap 32 Parcel 24],[TaxMap 38 Parcel 24],[TaxMap 38 Parcel 632]",R-ED,"(39.2172,-76.7156)",POINT (1392914.326204352 564735.235022191)
vPublic_PresubmissionCommunityMeetings.fid-e93e948_1509ab168f5_-4041,119,Bulk Storage of Liquified Petroleum - COND. USE,2002-10-17,2002-11-06,5:30 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Drive,Columbia,21046,,,,,"EAST SIDE OF OLD JESSUP ROAD, OPPOSITE DORSEY RUN ROAD",[TaxMap 43 Parcel 108],M-2,"(39.1561,-76.776)",POINT (1375787.2514063492 542495.067164192)
